unique_id,name,edition,card_number,race,type,cost,power,health,loyalty,power_icons,traits,rules_text,illustrator,card_quantity
06109,Duelist Training,Fiery Dawn,109,Empire,Support,3,,,2,0,Attachment,Attachment. Attach to a target unit you control. Attached unit gains Counterstrike 4 (this unit deals 4 combat damage immediately when defending).,BANE,3
04081,Duregan Thorgrimson,The Fourth Waystone,81,Dwarf,Unit,4,2,5,2,2,Hero,"Hit Points: 5 Hero. Limit one Hero per zone. Action: At the beginning of your turn, this unit deals damage equal to its power to target unit. Then, the target unit deals damage equal to its power to this unit.",Mark Smith,3
01006,Durgnar the Bold,Core Set,6,Dwarf,Unit,3 +,2,2,,,"Hero, Warrior",- Limit one Hero per zone. This unit gains [PP] while one section of your capital is burning.,,
09103,Dwarf Adventurer,Shield of the Gods,103,Dwarf,Unit,3,1,2,1,1,Rogue,"Hit Points: 2 Rogue. Quest. While this unit is questing, opponents' units cost 1 additional resource to play. Not so friendly, is it.",Anna Ignatieva,3
01008,Dwarf Cannon Crew,Core Set,8,Dwarf,Unit,2 +,1,2,,,Engineer,"- Forced: When this unit enters play, search the top five cards of your deck for a support card with cost 2 or lower. You may put that card into this zone. Then, shuffle your deck.",,
12040,Dwarf Embassy,Hidden Kingdoms,40,Dwarf,Support,0,,,,,Tribute,- Non-Dwarf only. Action: Sacrifice this card to ignore the loyalty cost of the next Dwarf card you play this turn.,,
01009,Dwarf Masons,Core Set,9,Dwarf,Unit,3 +,1,3,,,Engineer,"- Forced: After this unit enters play, put the top card of your deck facedown into this zone as a development.",,
02021,Dwarf Miner,Path of the Zealot,21,Dwarf,Unit,2,1,1,1,1,Engineer,"Hit Points: 1 Engineer. Forced: After this unit enters play, heal up to 2 damage from this zone's section of your captal. I reckon this tunnel'll take us directly beneath 'em, lads!",Michael Phillippi,3
01010,Dwarf Ranger,Core Set,10,Dwarf,Unit,3 +,1,2,,,Ranger,"- Scout. Quest. Forced: After one of your other [Dwarf] units leaves play, deal 1 damage to one target unit or capital.",,
04054,Dwarf Slaves,The Silent Forge,54,Dark Elf,Unit,2,1,2,1,1,Slave,"Hit Points: 2 Slave. Action: When this unit enters play, put the top card of your deck into this zone as a development. Faster thick beast! This defense must be built!",John Wigley,3
07005,Dwarf Thunderer,Legends,5,Dwarf,Unit,4,2,5,2,2,"Warrior, Elite","Hit Points: 4 Warrior. Elite. If you control a legend, this unit gains Toughness 2.",Rio Sabda,3
01122,Dwarf/Empire Alliance,Core Set,122,Neutral,Support,2,1,,0,1,Banner,Banner. Order only. (This Alliance provides both a Dwarf and an Empire loyalty symbol.),0 Comments,1
01124,Dwarf/High Elf Alliance,Core Set,124,Neutral,Support,2,1,,0,1,Banner,Banner. Order only. (This Alliance provides both a Dwarf and a High Elf loyalty symbol.),0 Comments,1
02112,Easy Pickin's,Arcane Fire,112,Orc,Tactic,2,,,1,,,Action: The unit in play with the lowest printed cost must be sacrificed. You choose which unit in case of a tie. I'm 'ungry. You look tasty...,Paul [Prof] Herbert,3
08032,Eataine War Room,Realm of the Phoenix King,32,High Elf,Support,3,2,,5,2,Capital Center,"Capital Center. This card enters play with 4 resource tokens on it. Action: At the beginning of your turn, remove a resource token from this card. Then, if there are no resource tokens on this card, deal 10 indirect damage to target opponent.",Lake Hurwitz,3
06011,Eatine Harbour,Omens of Ruin,11,High Elf,Support,2,1,,2,1,Building,Building. Units in a zone with no developments lose all triggered abilities.,David A. Nash,3
09071,Echoes of Magic,Vessel of the Winds,71,High Elf,Tactic,0,,,2,,Spell,"Spell. Action: Put a just played quest on the bottom of its owner's deck. The stirring of Hysh and Chamon. The creeping of Ulgu and Ghur. The waxing of Azyr and Aqshy. And the soft tug of Shyish and Ghyran, echoing all around.",Sandara Tang,3
04034,Effulgent Boils,The Fall of Karak Grimaz,34,Chaos,Support,1,,,2,0,"Attachment, Disease",Attachment. Disease. Attach to a target unit. Corrupt that unit. Attached unit cannot be restored. Nurgle's blessing covering your body.,Mike Capprotti,3
08088,Egathrond,City of Winter,88,Dark Elf,Unit,4,2,4,3,2,Hero,"Hit Points: 4 Hero. Limit one Hero per zone. Action: When this unit attacks, destroy target development or Fortification card in the defending zone.",Magali Villeneuve,3
09074,Elkana,Vessel of the Winds,74,Dark Elf,Unit,4,2,2,2,2,"Commander, Raider",Hit Points: 2 Commander. Raider. Action: Remove 1 resource token form a Black Ark support card you control to have target unit gain [Power] until the end of the turn. The sea is a cruel mistress. Let me show you just how cruel.,Magali Villeneuve,3
09109,Ellyrian Elite,Shield of the Gods,109,High Elf,Unit,4,2,4,3,2,"Cavalry, Elite","Hit Points: 4 Cavalry. Elite. Scout. Unmatched in speed and vigor, Ellyrian reavers will ride into the jaws of death, and emerge to ride again.",Carolina Eade,3
07024,Ellyrian Knight,Legends,24,High Elf,Unit,3,1,3,1,1,"Warrior, Calvary","Hit Points: 3 Warrior. Calvary. If you control a legend, this unit gains Counterstrike 2.",Chun Lo,3
09029,Ellyrian Patron,Fragments of Power,29,High Elf,Unit,2,1,2,1,1,Noble,"Hit Points: 2 Noble. Action: When this unit enters play, search the top 5 cards of your deck for a quest and put it into play. Shuffle your deck.",Sandara Tang,3
02107,Ellyrian Reavers,Arcane Fire,107,High Elf,Unit,3,1,3,1,1,"Warrior, Elite","Hit Points: 3 Warrior. Elite. Forced: When this unit enters play, put the top card of your deck into your battlefield as a development. Fast and fierce mounted warriors.",Liu Yang,3
09002,Eltharion the Grim,Rising Dawn,2,High Elf,Legend,6,2,4,4,,,"Action: Put 1 resource token on target [High Elf] card you control. (Limit once per turn.) Action: Remove 3 resource tokens from [High Elf] cards you control to (choose 1): deal 5 indirect damage to target opponent, gain 3 resources, or cancel an Action that targets a [High Elf] unit you control.",Magali Villeneuve,3
12046,Elven Embassy,Hidden Kingdoms,46,High Elf,Support,0,,,,,Tribute,- Non-High Elf only. Action: Sacrifice this card to ignore the loyalty cost of the next High Elf card you play this turn.,,
08073,Elven Scout,Karaz a Karak,73,High Elf,Unit,1,1,1,3,1,Ranger,"Hit Points: 1 Ranger. Action: When this unit enters or leaves play, put a resource token on a card with a resource token on it. Information is an army's first defence.",Games Workshop Ltd.,3
07027,Elven Steed,Legends,27,High Elf,Support,1,,,2,0,Attachment,"Attachment. Attach to a target unit you control. Attached unit gains +3 hit points. If attached unit leaves play, you may spend 2 resources to return Elven Steed to its owner's hand.",Taufiq & Lius Lasahido,3
05014,Elven Warship,March of the Damned,14,High Elf,Support,3,1,,1,1,Ship,"Ship. Action: At the beginning of your turn, deal 2 indirect damage to target opponent (players allocate their own indirect damage).",Jake Masbruch,3
04053,Embers to Inferno,The Silent Forge,53,Chaos,Tactic,1,,,2,,,Action: Destroy target unit or support card in any burning zone. Tzeentch's flames consume all.,Marco Caradonna,3
09007,Emperor's Chosen,Rising Dawn,7,Empire,Unit,2,1,2,3,1,"Warrior, Knight","Hit Points: 2 Warrior. Knight. Action: When this unit enters a zone, it gains [Power] and Counterstrike 3 until the end of the turn. Duty to the Empire, even unto death.",Jasper Sandner,3
01123,Empire/High Elf Alliance,Core Set,123,Neutral,Support,2,1,,0,1,Banner,Banner. Order only. (This Alliance provides both an Empire and a High Elf loyalty symbol.),0 Comments,1
02062,Empty the Hold,The Deathmaster's Dance,62,Dwarf,Tactic,4,,,1,,,"Action: Search the top five cards of your deck. You may put into play (in any zone) one unit found amongst those cards with printed cost 3 or lower. Then, shuffle your deck. Every dwarf to your posts. We've greenskins to kill!",Franz Vohwinkel,1
06054,Emptying the Wastes,The Twin Tailed Comet,54,Chaos,Quest,0,,,2,,,"Action: When you play a development from your hand, put a resource token on this card if a unit is questing here. Action: Discard 2 resources on this card to reveal the top card of your deck. If the revealed card is a unit, add it to your hand. Otherwise, put it on the bottom of your deck.",Games Workshop Ltd,3
10120,End Times,Faith and Steel,120,Neutral,Tactic,10,,,0,,Epic Spell,Epic Spell. Limited. Play only on your turn. Lower the cost to play this card by 1 for each card in your discard pile. Action: Each player shuffles the top 10 cards of his discard pile into his deck. Each player reveals the top 10 cards of his deck and puts each unit revealed into play in any zone. Discard the rest.,Daarken,3
06076,Enraged Manticore,Signs in the Stars,76,Dark Elf,Unit,6,3,5,3,3,Creature,"Hit Points: 5 Creature. While attacking, this unit gains [Power][Power][Power] if there are 3 or more developments in the defending zone.",Vaello Bertol,3
05047,Enraged Varghulf,March of the Damned,47,Neutral,Unit,4,2,3,0,2,"Undead, Creature.","Hit Points: 3 Undead. Creature. Destruction only. Action: When this unit attacks, it gains [Power] equal to the total [Power] of target unit in the defending zone.",E. M. Gist,3
09019,Enslave the World,Rising Dawn,19,Dark Elf,Quest,2,,,3,,Epic,"Epic. Quest. Action: Put 1 resource token on this card at the beginning of your turn if a unit is questing here. Quest. Action: Remove resource tokens from this card equal to the number of units in target opponent's discard pile.  If you do, put all units in that opponent’s discard pile into play in any of your zones (you may split them up), corrupted. Then, sacrifice this card.",Games Workshop Ltd,3
04019,Entropy,The Burning of Derricksburg,19,Neutral,Tactic,1,,,0,,Destruction only,Destruction only. Action: Discard the top two cards of target player's deck. In a world torn apart.,Erik Gist,3
03001,Envoy from Averlorn,Assault on Ulthuan,1,High Elf,Unit,1,1,1,1,1,Messenger,Hit Points: 1 Messenger. Quest zone only. Salutations from the Phoenix King.,Anton Kokarev,
02058,Errant Wolf,Tooth and Claw,58,Neutral,Unit,2,2,1,0,2,Knight,Hit Points: 1 Knight. Order only. Quest zone only. Limited (you cannot play more than one limited card per turn).,Jaime Carillo,1
04052,Esli'an,The Silent Forge,52,Chaos,Unit,3,1,3,2,1,"Hero, Cultist","Hit Points: 3 Hero. Cultist. Limit one Hero per zone. Action: When this unit attacks, corrupt target unit in the defending zone. May your change be pleasant.",Ryan Barger,3
12012,Eternal Guard,Hidden Kingdoms,12,Neutral,Unit,2,1,2,,,Wood Elf,- Order only.Each opponent cannot target developments in this zone with card effects unless he discards 1 card from his hand per effect.,,
04079,Evil Alliance,Redemption of a Mage,79,Neutral,Support,2,1,,0,1,Banner,"Banner. Destruction only. Limited (you cannot play more than one limited card per turn). (This Alliance provides a Chaos, a Dark Elf, and an Orc Loyalty symbol.)",0 Comments,3
08048,Expendable Wall,The Iron Rock,48,Orc,Support,0,,,3,0,Fortification,"Fortification. When this card enters play, sacrifice a unit in this zone or destroy this card. Action: If this zone's section of your capital would be dealt damage, destroy this card instead.",Jason Juta,3
04015,Extending the Wastes,The Burning of Derricksburg,15,Chaos,Quest,0,,,2,,Quest,Quest. Action: Discard X resource tokens from this card to corrupt target unit with printed cost X or less. Quest. Forced: Place 1 resource token on this card at the beginning of your turn if a unit is questing here.,Adrian Smith,3
04096,Eye for Cruelty,The Fourth Waystone,96,Dark Elf,Tactic,0,,,2,,Spell,"Spell. Action: Until the end of the turn, when target unit is healed, destroy that unit instead. Your scars call out to me.",Igor Kieryluk,3
09081,Eye of Sheerian,Portent of Doom,81,Neutral,Support,4,,,0,0,"Artefact, Portent",Artefact. Portent. Destruction only. Attach to a target Hero or legend you control. This card cannot be targeted by card effects. Action: Corrupt this card to look at the top 5 cards of target player's deck. Discard up to 2 of those cards and return the rest to the top of the deck in any order.,Lin Bo,3
04032,Fanatic Frenzy,The Fall of Karak Grimaz,32,Orc,Tactic,1,,,2,,,"Action: Target unit in your battlefield gains [Power] for each damaged unit you control. Sacrifice that unit at the end of the turn. Whirling balls of death, smashing friend and foe alike.",Mark Molnar,3
01077,Favour of Mork,Core Set,77,Orc,Tactic,1,,,2,,Spell,Spell. Action: One target unit loses [Power] and another target unit gains [Power] until the end of the turn.,Brad Rigney,3
10107,Fearless in Battle,Faith and Steel,107,Dwarf,Tactic,1,,,3,,Slayer,"Slayer. Action: Until the end of the phase, each Slayer unit you control deals +1 damage in combat and gains Toughness 1. Slayers don't fear dying. They seek foes worthy of their death.",0 Comments,3
02100,Fellblade,Warpstone Chronicles,100,Neutral,Support,2,,,0,0,"Attachment, Relic, Skaven","Attachment. Relic. Skaven. Attach to a target Skaven unit. Corrupt that unit. Whenever a unit is corrupted, place 1 resource token on this card. Attached unit deals +X damage in combat, where X is the number of resource tokens on this card.",Jorge Maese,1
11020,Fervent Disciple,Cataclysm,20,Empire,Unit,3,1,3,1,1,Priest,"Hit Points: 3 Priest. If this zone is not burning, this unit deals +2 damage in combat. The followers of Myrmidia show their zeal on the battlefield.",Tom Garden,3
01083,Festering Nurglings,Core Set,83,Chaos,Unit,2,1,2,1,1,Daemon,"Hit Points: 2 Daemon. Forced: After this unit enters play, corrupt one target unit in any player's corresponding zone.",Michael Phillippi,3
11049,Fickle Sellswords,Cataclysm,49,Neutral,Unit,1,2,2,0,2,Warrior,Hit Points: 2 Warrior. Battlefield only. Action: Spend 1 resource to take control of this unit and move it to your corresponding zone. Any player may trigger this effect.,Steve Belledin,3
02087,Finreir's Guard,Warpstone Chronicles,87,High Elf,Unit,2,1,1,1,1,Warrior,"Hit Points: 1 Warrior. Toughness 1 (whenever this unit is assigned damage, cancel 1 of that damage).",Michael Phillippi,3
06085,Firin' Da Spell,The Eclipse of Hope,85,Orc,Tactic,2,,,3,,Spell,"Spell. Action: Put the top card of your deck into play facedown as a development. Then, target attacking unit gains [Power] for each development you control.",Jason Juta,3
08082,Fists of Mork,City of Winter,82,Orc,Tactic,1,,,1,,,"Action: Deal 2 indirect damage to each player. Then, you may put this card on top of your deck. Mork want some smashy-smashy.",Derk Venneman,3
02065,Flagellants,The Deathmaster's Dance,65,Empire,Unit,1,,2,1,0,Zealot,Hit Points: 2 Zealot. Action: Sacrifice this unit to cancel the next 2 damage assigned to your capital this turn. Our deaths are upon us. The End Times are here!,Alex Boyd,3
